Source,HHMMSS,MJD,Freq,elev,Flux,Flux_err
2230+114,92745.0,59689.39597,8305.0,51.4227,4.0434,0.0506
2230+114,62023.0,59718.26675,24100.0,56.9105,6.8321,0.2028
2230+114,73145.0,59718.31542,8305.0,51.6484,4.1739,0.0473
2230+114,24826.0,59787.11866,8305.0,52.9383,4.8027,0.0495
2230+114,1501.0,59812.01207,24100.0,56.8156,5.5684,0.2065
2230+114,201534.0,59870.84579,24100.0,57.0626,5.5201,0.1705
2230+114,213334.0,59870.90001,8305.0,51.2741,4.9857,0.0544
2230+114,175556.0,59907.74882,24100.0,56.876,4.7923,0.1234
2230+114,185101.0,59907.78712,8305.0,53.1094,4.945,0.0491
2230+114,164148.0,59932.69735,24100.0,55.6359,4.5559,0.1623
2230+114,172635.0,59932.7285,8305.0,51.6382,4.8154,0.0513
2230+114,145747.0,59972.62516,8305.0,50.655,4.8183,0.0885
2230+114,121420.0,59997.5116,24100.0,56.3379,5.1563,0.1273
2230+114,131451.0,59997.55367,8305.0,51.2001,4.5703,0.0468
2230+114,83845.0,60030.36194,8305.0,55.6714,4.4518,0.0411
2230+114,95537.0,60030.41532,8305.0,56.7778,4.2415,0.0525
2230+114,90035.0,60055.3771,8305.0,53.9196,4.4615,0.0424
2230+114,55407.0,60088.24757,24100.0,57.1717,4.6232,0.1165
2230+114,74849.0,60088.32721,24100.0,47.0739,4.4748,0.1308
2230+114,41929.0,60116.18184,24100.0,56.6705,4.4334,0.1398
2230+114,51533.0,60116.22082,8305.0,52.4688,4.6027,0.05
2230+114,20509.0,60152.08855,22664.0,56.3316,4.8097,0.1255
2230+114,24959.0,60152.11975,8305.0,52.887,4.4833,0.0501
2230+114,1045.0,60179.00911,24100.0,56.718,4.5058,0.1119
2230+114,5931.0,60179.04303,8305.0,53.3185,4.4668,0.0466
2230+114,220835.0,60205.92428,24100.0,57.206,4.7987,0.1282
2230+114,230400.0,60205.96281,8305.0,54.1885,4.3158,0.047
2344+092,113531.0,53741.483,8000.0,0.0,1.196,0.029
2344+092,103921.0,53742.444,8000.0,0.0,1.139,0.033
2344+092,132331.0,53742.558,8000.0,0.0,1.254,0.028
2344+092,132038.0,53744.556,8000.0,0.0,1.219,0.036
2344+092,183307.0,53765.773,8000.0,0.0,1.373,0.16
2344+092,131912.0,53770.555,5000.0,0.0,1.228,0.076
2344+092,133209.0,53770.564,5000.0,0.0,1.278,0.076
2344+092,134507.0,53770.573,5000.0,0.0,1.185,0.075
2344+092,141814.0,53772.596,22000.0,0.0,1.188,0.295
2344+092,144243.0,53772.613,22000.0,0.0,1.327,0.296
2344+092,130447.0,53804.545,8000.0,0.0,1.242,0.086
2344+092,132331.0,53804.558,8000.0,0.0,1.263,0.089
2344+092,53657.0,53826.234,43000.0,0.0,1.07,0.615
2344+092,72204.0,53826.307,43000.0,0.0,0.762,0.434
2344+092,72204.0,53827.307,43000.0,0.0,0.76,0.409
2344+092,83404.0,53831.357,8000.0,0.0,1.305,0.147
2344+092,52107.0,53855.223,43000.0,0.0,0.949,0.58
2344+092,73335.0,53860.315,8000.0,0.0,1.358,0.209
2344+092,72624.0,53862.31,22000.0,0.0,1.112,0.279
2344+092,74507.0,53862.323,22000.0,0.0,1.228,0.256
2344+092,23657.0,53879.109,43000.0,0.0,1.154,0.539
2344+092,42204.0,53879.182,43000.0,0.0,1.006,0.421
2344+092,12204.0,53931.057,43000.0,0.0,0.547,0.373
2344+092,213140.0,53950.897,43000.0,0.0,0.882,0.453
2344+092,232107.0,53950.973,43000.0,0.0,0.9,0.365
2344+092,220447.0,53951.92,43000.0,0.0,1.017,0.469
2344+092,232652.0,53951.977,43000.0,0.0,1.028,0.405
2344+092,232107.0,53952.973,43000.0,0.0,0.953,0.43
2344+092,10614.0,53955.046,22000.0,0.0,1.428,0.312
2344+092,12457.0,53955.059,22000.0,0.0,0.766,0.439
2344+092,44633.0,53956.199,8000.0,0.0,1.331,0.26
2344+092,223628.0,53970.942,43000.0,0.0,0.625,0.395
2344+092,223628.0,53971.942,43000.0,0.0,0.636,0.37
2344+092,203657.0,53972.859,43000.0,0.0,0.81,0.473
2344+092,223628.0,53972.942,43000.0,0.0,0.603,0.383
2344+092,126.0,53973.001,22000.0,0.0,1.318,0.32
2344+092,2136.0,53973.015,22000.0,0.0,1.639,0.393
2344+092,25707.0,53974.123,8000.0,0.0,1.38,0.062
2344+092,11745.0,53975.054,5000.0,0.0,1.355,0.076
2344+092,13755.0,53975.068,5000.0,0.0,1.339,0.07
2344+092,202107.0,53998.848,43000.0,0.0,0.64,0.329
2344+092,202107.0,53999.848,43000.0,0.0,0.725,0.344
2344+092,204243.0,54009.863,22000.0,0.0,1.595,0.327
2344+092,210252.0,54009.877,22000.0,0.0,1.075,0.372
2344+092,2721.0,54011.019,8000.0,0.0,1.452,0.102
2344+092,223628.0,54011.942,5000.0,0.0,1.351,0.08
2344+092,225512.0,54011.955,5000.0,0.0,1.359,0.071
2344+092,193335.0,54021.815,22000.0,0.0,1.095,0.286
2344+092,195219.0,54021.828,22000.0,0.0,1.269,0.282
2344+092,223628.0,54022.942,8000.0,0.0,1.33,0.077
2344+092,203950.0,54023.861,5000.0,0.0,1.342,0.086
2344+092,205833.0,54023.874,5000.0,0.0,1.391,0.083
2344+092,211716.0,54023.887,5000.0,0.0,1.378,0.064
2344+092,163628.0,54025.692,43000.0,0.0,0.665,0.566
2344+092,182136.0,54025.765,43000.0,0.0,0.652,0.458
2344+092,182136.0,54026.765,43000.0,0.0,0.655,0.582
2344+092,215609.0,54037.914,8000.0,0.0,1.288,0.159
2344+092,185443.0,54058.788,8000.0,0.0,1.337,0.065
2344+092,180419.0,54079.753,8000.0,0.0,1.327,0.047
2344+092,162457.0,54097.684,22000.0,0.0,0.764,0.425
2344+092,164340.0,54097.697,22000.0,0.0,0.984,0.338
2344+092,170223.0,54097.71,22000.0,0.0,1.174,0.314
2344+092,172233.0,54097.724,22000.0,0.0,1.143,0.304
2344+092,171355.0,54098.718,8000.0,0.0,1.367,0.06
2344+092,140935.0,54120.59,22000.0,0.0,1.039,0.469
2344+092,142819.0,54120.603,22000.0,0.0,1.044,0.414
2344+092,144702.0,54120.616,22000.0,0.0,0.978,0.366
2344+092,155024.0,54121.66,8000.0,0.0,1.249,0.093
2344+092,124857.0,54148.534,22000.0,0.0,0.824,0.239
2344+092,132624.0,54148.56,22000.0,0.0,1.072,0.221
2344+092,134047.0,54149.57,8000.0,0.0,1.364,0.082
2344+092,103335.0,54199.44,8000.0,0.0,1.379,0.068
2344+092,62721.0,54219.269,22000.0,0.0,1.234,0.372
2344+092,62721.0,54219.269,22000.0,0.0,1.234,0.372
2344+092,70614.0,54219.296,22000.0,0.0,1.325,0.289
2344+092,70614.0,54219.296,22000.0,0.0,1.325,0.289
2344+092,72457.0,54219.309,22000.0,0.0,0.938,0.242
2344+092,72457.0,54219.309,22000.0,0.0,0.938,0.242
2344+092,105512.0,54220.455,8000.0,0.0,1.496,0.144
2344+092,105512.0,54220.455,8000.0,0.0,1.496,0.144
2344+092,5316.0,54275.037,22000.0,0.0,0.9,0.5
2344+092,13209.0,54275.064,22000.0,0.0,0.57,0.492
2344+092,32555.0,54275.143,8000.0,0.0,1.419,0.066
2344+092,3559.0,54277.025,43000.0,0.0,0.754,0.113
2344+092,22107.0,54277.098,43000.0,0.0,0.596,0.107
2344+092,30545.0,54289.129,8000.0,0.0,1.437,0.048
2344+092,65902.0,54294.291,22000.0,0.0,0.626,0.423
2344+092,71745.0,54294.304,22000.0,0.0,1.008,0.476
2344+092,44926.0,54296.201,8000.0,0.0,1.448,0.061
2344+092,50057.0,54297.209,5000.0,0.0,1.42,0.065
2344+092,51940.0,54297.222,5000.0,0.0,1.493,0.069
2344+092,212136.0,54320.89,43000.0,0.0,0.643,0.149
2344+092,232233.0,54320.974,43000.0,0.0,0.517,0.144
2344+092,212136.0,54321.89,43000.0,0.0,0.571,0.161
2344+092,232233.0,54321.974,43000.0,0.0,0.599,0.133
2344+092,2848.0,54324.02,22000.0,0.0,0.796,0.369
2344+092,4857.0,54324.034,22000.0,0.0,1.116,0.46
2344+092,10740.0,54324.047,22000.0,0.0,0.926,0.374
2344+092,12624.0,54324.06,22000.0,0.0,1.287,0.66
2344+092,34857.0,54325.159,8000.0,0.0,1.384,0.084
2344+092,13628.0,54344.067,8000.0,0.0,1.33,0.062
2344+092,3559.0,54346.025,22000.0,0.0,1.049,0.641
2344+092,5443.0,54346.038,22000.0,0.0,0.973,0.367
2344+092,11452.0,54346.052,22000.0,0.0,0.954,0.464
2344+092,13335.0,54346.065,22000.0,0.0,0.889,0.371
2344+092,182428.0,54366.767,43000.0,0.0,0.979,0.164
2344+092,202107.0,54366.848,43000.0,0.0,0.848,0.169
2344+092,5316.0,54372.037,22000.0,0.0,1.704,0.474
2344+092,11326.0,54372.051,22000.0,0.0,1.435,0.561
2344+092,224926.0,54372.951,8000.0,0.0,1.321,0.072
2344+092,235540.0,54373.997,5000.0,0.0,1.513,0.07
2344+092,838.0,54374.006,5000.0,0.0,1.41,0.07
2344+092,233657.0,54385.984,22000.0,0.0,1.197,0.224
2344+092,223043.0,54396.938,5000.0,0.0,1.428,0.061
2344+092,224340.0,54396.947,5000.0,0.0,1.432,0.054
2344+092,204536.0,54420.865,8000.0,0.0,1.375,0.086
2344+092,143531.0,54422.608,43000.0,0.0,0.62,0.128
2344+092,163628.0,54422.692,43000.0,0.0,0.585,0.119
2344+092,144116.0,54424.612,43000.0,0.0,0.586,0.125
2344+092,163502.0,54424.691,43000.0,0.0,0.707,0.134
2344+092,195345.0,54434.829,8000.0,0.0,1.43,0.066
2344+092,153559.0,54435.65,43000.0,0.0,0.708,0.166
2344+092,143657.0,54437.609,43000.0,0.0,0.786,0.272
2344+092,163628.0,54437.692,43000.0,0.0,0.615,0.134
2344+092,151004.0,54456.632,22000.0,0.0,1.074,0.285
2344+092,152848.0,54456.645,22000.0,0.0,0.896,0.215
2344+092,154731.0,54456.658,22000.0,0.0,1.218,0.257
2344+092,160614.0,54456.671,22000.0,0.0,0.811,0.259
2344+092,145833.0,54460.624,22000.0,0.0,0.652,0.154
2344+092,151716.0,54460.637,22000.0,0.0,0.771,0.133
2344+092,165345.0,54476.704,8000.0,0.0,1.315,0.114
2344+092,113657.0,54480.484,43000.0,0.0,0.764,0.153
2344+092,133628.0,54480.567,43000.0,0.0,0.6,0.115
2344+092,113657.0,54506.484,43000.0,0.0,0.845,0.131
2344+092,93559.0,54507.4,43000.0,0.0,0.735,0.112
2344+092,122136.0,54511.515,22000.0,0.0,0.469,0.106
2344+092,124019.0,54511.528,22000.0,0.0,1.063,0.12
2344+092,125902.0,54511.541,22000.0,0.0,0.821,0.115
2344+092,131912.0,54511.555,22000.0,0.0,0.933,0.113
2344+092,132457.0,54512.559,8000.0,0.0,1.323,0.1
2344+092,103755.0,54521.443,43000.0,0.0,0.661,0.097
2344+092,103628.0,54522.442,43000.0,0.0,0.628,0.105
2344+092,83657.0,54523.359,43000.0,0.0,0.604,0.095
2344+092,61550.0,54556.261,43000.0,0.0,0.579,0.154
2344+092,73628.0,54556.317,43000.0,0.0,0.82,0.109
2344+092,53950.0,54557.236,43000.0,0.0,0.739,0.164
2344+092,73628.0,54557.317,43000.0,0.0,0.628,0.117
2344+092,115707.0,54561.498,22000.0,0.0,1.38,0.167
2344+092,121550.0,54561.511,22000.0,0.0,0.983,0.142
2344+092,112945.0,54575.479,22000.0,0.0,1.718,0.271
2344+092,125736.0,54576.54,8000.0,0.0,1.274,0.066
2344+092,53657.0,54580.234,43000.0,0.0,0.786,0.108
2344+092,53657.0,54581.234,43000.0,0.0,0.722,0.104
2344+092,43502.0,54597.191,43000.0,0.0,0.78,0.15
2344+092,33559.0,54611.15,43000.0,0.0,0.819,0.117
2344+092,33559.0,54612.15,43000.0,0.0,0.81,0.124
2344+092,33559.0,54613.15,43000.0,0.0,0.697,0.109
2344+092,90126.0,54640.376,8000.0,0.0,1.379,0.087
2344+092,13502.0,54642.066,43000.0,0.0,0.693,0.132
2344+092,13628.0,54643.067,43000.0,0.0,0.765,0.121
2344+092,233657.0,54643.984,43000.0,0.0,0.648,0.102
2344+092,13628.0,54644.067,43000.0,0.0,0.628,0.118
2344+092,31550.0,54653.136,8000.0,0.0,1.309,0.059
2344+092,223628.0,54658.942,43000.0,0.0,0.917,0.166
2344+092,3726.0,54659.026,43000.0,0.0,0.762,0.152
2344+092,3559.0,54660.025,43000.0,0.0,0.788,0.152
2344+092,63140.0,54666.272,22000.0,0.0,0.846,0.31
2344+092,24243.0,54667.113,8000.0,0.0,1.264,0.061
2344+092,213559.0,54679.9,43000.0,0.0,0.857,0.14
2344+092,233657.0,54679.984,43000.0,0.0,0.647,0.104
2344+092,213726.0,54680.901,43000.0,0.0,1.024,0.145
2344+092,233657.0,54680.984,43000.0,0.0,0.83,0.132
2344+092,213726.0,54681.901,43000.0,0.0,0.887,0.131
2344+092,233657.0,54681.984,43000.0,0.0,0.755,0.101
2344+092,13335.0,54688.065,8000.0,0.0,1.209,0.068
2344+092,213726.0,54709.901,43000.0,0.0,0.995,0.138
2344+092,193628.0,54710.817,43000.0,0.0,1.077,0.155
2344+092,21940.0,54722.097,22000.0,0.0,0.506,0.234
2344+092,23238.0,54722.106,22000.0,0.0,0.42,0.212
2344+092,233531.0,54722.983,8000.0,0.0,1.148,0.295
2344+092,172233.0,54743.724,43000.0,0.0,1.364,0.326
2344+092,192204.0,54743.807,43000.0,0.0,1.258,0.225
2344+092,191912.0,54744.805,43000.0,0.0,1.32,0.287
2344+092,192038.0,54745.806,43000.0,0.0,1.229,0.259
2344+092,192204.0,54777.807,8000.0,0.0,1.162,0.246
2344+092,143657.0,54779.609,43000.0,0.0,0.488,0.108
2344+092,163628.0,54779.692,43000.0,0.0,0.512,0.141
2344+092,143657.0,54780.609,43000.0,0.0,0.654,0.125
2344+092,163628.0,54780.692,43000.0,0.0,0.603,0.107
2344+092,163628.0,54781.692,43000.0,0.0,0.657,0.133
2344+092,143657.0,54807.609,43000.0,0.0,0.688,0.147
2344+092,163628.0,54807.692,43000.0,0.0,0.714,0.15
2344+092,163628.0,54808.692,43000.0,0.0,0.663,0.162
2344+092,133628.0,54841.567,43000.0,0.0,1.113,0.285
2344+092,133628.0,54842.567,43000.0,0.0,0.796,0.321
2344+092,81648.0,54912.345,22000.0,0.0,0.653,0.357
2344+092,82945.0,54912.354,22000.0,0.0,1.2,0.432
2344+092,73628.0,54930.317,43000.0,0.0,0.488,0.089
2344+092,73755.0,54953.318,22000.0,0.0,0.844,0.641
2344+092,43502.0,54959.191,43000.0,0.0,0.76,0.128
2344+092,43755.0,54961.193,43000.0,0.0,0.632,0.116
2344+092,21940.0,55002.097,22000.0,0.0,0.924,0.601
2344+092,51102.0,55003.216,5000.0,0.0,1.373,0.081
2344+092,233657.0,55008.984,43000.0,0.0,0.852,0.167
2344+092,13628.0,55009.067,43000.0,0.0,0.96,0.164
2344+092,233823.0,55009.985,43000.0,0.0,0.719,0.137
2344+092,13755.0,55010.068,43000.0,0.0,0.891,0.149
2344+092,233950.0,55010.986,43000.0,0.0,1.103,0.221
2344+092,13628.0,55011.067,43000.0,0.0,0.856,0.157
2344+092,25414.0,55032.121,22000.0,0.0,0.458,0.326
2344+092,30711.0,55032.13,22000.0,0.0,0.922,0.406
2344+092,34857.0,55034.159,5000.0,0.0,1.441,0.157
2344+092,35316.0,55035.162,8000.0,0.0,1.232,0.082
2344+092,3559.0,55062.025,22000.0,0.0,0.825,0.212
2344+092,24243.0,55063.113,5000.0,0.0,1.446,0.205
2344+092,419.0,55064.003,8000.0,0.0,1.306,0.09
2344+092,4145.0,55077.029,8000.0,0.0,1.172,0.102
2344+092,233531.0,55098.983,22000.0,0.0,0.86,0.288
2344+092,221619.0,55099.928,5000.0,0.0,1.384,0.059
2344+092,223043.0,55099.938,5000.0,0.0,1.376,0.064
2344+092,221912.0,55100.93,8000.0,0.0,1.11,0.099
2344+092,215902.0,55121.916,5000.0,0.0,1.4,0.064
2344+092,221326.0,55121.926,5000.0,0.0,1.367,0.057
2344+092,212848.0,55122.895,8000.0,0.0,1.221,0.103
2344+092,143657.0,55167.609,43000.0,0.0,0.603,0.123
2344+092,163628.0,55168.692,43000.0,0.0,0.811,0.136
2344+092,143657.0,55207.609,8000.0,0.0,1.015,0.123
2344+092,173950.0,55208.736,22000.0,0.0,1.372,0.22
2344+092,113531.0,55209.483,43000.0,0.0,0.417,0.119
2344+092,133628.0,55209.567,43000.0,0.0,0.512,0.112
2344+092,170057.0,55209.709,5000.0,0.0,1.35,0.09
2344+092,171355.0,55209.718,5000.0,0.0,1.376,0.074
2344+092,153145.0,55916.64844,8305.0,50.7409,1.108,0.1336
2344+092,163403.0,55916.69531,5125.0,54.7924,1.2065,0.0582
2344+092,104133.0,55943.44922,5125.0,23.0545,1.174,0.0708
2344+092,132415.0,55943.5625,8305.0,48.4377,0.9825,0.1023
2344+092,130243.0,55973.54688,8305.0,55.0198,0.8627,0.159
2344+092,154419.0,55973.66016,5125.0,41.7621,1.2517,0.0806
2344+092,114505.0,56002.49219,8305.0,54.5538,0.9505,0.1648
2344+092,84349.0,56033.36719,8305.0,54.3836,1.0152,0.163
2344+092,111004.0,56033.46875,5125.0,47.2075,1.0586,0.1341
2344+092,83554.0,56037.35938,5125.0,54.6725,1.1423,0.0771
2344+092,75836.0,56068.33594,8305.0,52.5787,0.9951,0.2466
2344+092,83102.0,56096.35547,5125.0,34.1026,1.2661,0.0432
2344+092,202706.0,56140.85547,8305.0,9.3387,0.8994,0.2042
2344+092,222559.0,56140.9375,8305.0,30.3272,0.9738,0.1528
2344+092,1154.0,56141.01172,8305.0,46.5552,1.0118,0.1356
2344+092,12244.0,56141.05859,8305.0,53.5223,0.9232,0.12
2344+092,40819.0,56141.17578,8305.0,46.856,1.019,0.162
2344+092,220353.0,56175.92188,8305.0,47.7498,0.6879,0.1623
2344+092,2022.0,56176.01562,8305.0,54.583,0.9187,0.1422
2344+092,155330.0,56204.66406,8305.0,5.4398,1.0519,0.3251
2344+092,180031.0,56204.75391,8305.0,27.9538,1.0171,0.1948
2344+092,200952.0,56204.84375,5125.0,47.7514,1.1581,0.0743
2344+092,13444.0,56205.06641,5125.0,32.0673,1.2519,0.0508
2344+092,151109.0,56250.63672,8305.0,29.9301,0.6339,0.2022
2344+092,133737.0,56272.57031,8305.0,28.7259,0.7413,0.1626
2344+092,163939.0,56272.69531,5125.0,53.2648,1.204,0.0463
2344+092,194224.0,56272.82422,5125.0,45.1522,1.1705,0.0393
2344+092,215635.0,56272.91797,8305.0,23.5768,1.2775,0.3697
2344+092,104931.0,56314.45312,8305.0,27.7704,0.8692,0.1205
2344+092,123619.0,56314.52734,8305.0,44.2879,0.8874,0.197
2344+092,114803.0,56315.49609,5125.0,38.5499,1.1568,0.0201
2344+092,61027.0,56394.26172,8305.0,34.2487,0.9799,0.1003
2344+092,34902.0,56420.16406,8305.0,27.7045,1.4748,0.2934
2344+092,11856.0,56476.05859,8305.0,39.2262,0.991,0.1047
2344+092,234503.0,56490.99609,8305.0,33.6484,0.975,0.1024
2344+092,215001.0,56510.91406,8305.0,27.4904,0.9834,0.0863
2344+092,200519.0,56539.84375,8305.0,29.0965,0.8294,0.0789
2344+092,141929.0,56643.60081,5075.0,39.1083,1.1093,0.0316
2344+092,150747.0,56679.6344,8520.0,54.8466,0.9385,0.0288
2344+092,92047.0,56701.39338,8520.0,27.4217,0.9218,0.0284
2344+092,104216.0,56701.44996,8520.0,40.7644,0.899,0.0245
2344+092,94758.0,56702.41225,5075.0,32.7208,1.1662,0.0356
2344+092,103305.0,57056.4436,5075.0,32.875,1.1308,0.0268
2344+092,72211.0,57102.31103,8520.0,31.1845,0.9716,0.0354
2344+092,223635.0,57238.94988,24000.0,34.5528,0.8144,0.0936
2344+092,211023.0,57239.88651,5075.0,19.1919,1.0731,0.0662
2344+092,22212.0,57240.10281,8520.0,54.7194,1.0053,0.0269
2344+092,235610.0,57276.00138,8520.0,54.8476,1.0537,0.0201
2344+092,201218.0,57276.84971,24100.0,35.3977,0.9827,0.0633
2344+092,165847.0,57300.71531,24100.0,18.2864,0.847,0.1301
2344+092,195501.0,57336.83391,8520.0,54.8798,1.0541,0.02
2344+092,172815.0,57337.73475,24100.0,46.4027,0.9769,0.0521
2344+092,180653.0,57370.75883,8520.0,53.8633,1.0574,0.0236
2344+092,163413.0,57400.69449,8520.0,52.0794,1.0679,0.0223
2344+092,130412.0,57433.54863,8520.0,54.9823,1.0201,0.064
2344+092,104541.0,57468.45244,8520.0,54.9674,1.0698,0.0203
2344+092,95147.0,57498.41473,8520.0,53.3914,1.0613,0.021
2344+092,33921.0,57526.15981,24100.0,33.6707,0.8029,0.0569
2344+092,62433.0,57526.27093,5075.0,53.6178,1.1686,0.0622
2344+092,91144.0,57526.38686,8520.0,46.4082,1.0922,0.0229
2344+092,24226.0,57560.11668,5075.0,44.4206,1.1949,0.0394
2344+092,42541.0,57560.18822,8520.0,54.4109,1.0077,0.0453
2344+092,231458.0,57581.9726,5075.0,24.945,1.1922,0.0643
2344+092,11054.0,57582.05294,8520.0,43.7974,1.103,0.0247
2344+092,32023.0,57582.14287,8520.0,55.0084,1.1367,0.0242
2344+092,52953.0,57582.2328,8520.0,46.6267,1.1439,0.1313
2344+092,163057.0,57737.69545,24100.0,53.9897,0.8901,0.0416
2344+092,215803.0,57737.9226,24100.0,19.6697,0.6882,0.1078
2344+092,141005.0,57739.59408,5075.0,37.7576,1.0958,0.0412
2344+092,130754.0,57778.5535,24100.0,50.6422,0.9435,0.0374
2344+092,164041.0,57778.69856,8520.0,45.9496,1.0878,0.0249
2344+092,72226.0,57837.3136,24100.0,35.0088,0.7702,0.0538
2344+092,111849.0,57837.47503,8520.0,54.3012,0.9992,0.0342
2344+092,82900.0,57875.35711,8520.0,54.964,1.0349,0.0226
2344+092,72223.0,57920.31084,8520.0,45.9665,1.1041,0.0256
2344+092,14151.0,57921.07708,24100.0,33.3118,0.8653,0.0911
2344+092,33241.0,57947.15133,8520.0,55.0973,1.0276,0.0232
2344+092,62059.0,57947.26822,8520.0,39.5501,1.0857,0.025
2344+092,203912.0,57981.86691,24100.0,22.4878,0.5531,0.157
2344+092,32729.0,57982.14772,8520.0,44.784,1.0328,0.0224
2344+092,174429.0,58042.74558,22664.0,33.71,0.8697,0.0414
2344+092,105324.0,58159.4601,24100.0,41.4464,0.8244,0.0492
2344+092,134459.0,58159.57653,8520.0,55.045,1.0107,0.0176
2344+092,101241.0,58224.42911,8520.0,53.205,1.058,0.0263
2344+092,50753.0,58254.22017,24100.0,45.3902,1.0841,0.0678
2344+092,61448.0,58254.26663,24100.0,52.6292,1.0938,0.0593
2344+092,81237.0,58254.34573,8520.0,53.3591,1.0542,0.0198
2344+092,31618.0,58290.13995,8520.0,48.5557,1.0943,0.0239
2344+092,4833.0,58325.03646,4835.0,54.2399,1.0559,0.0326
2344+092,233511.0,58382.98639,8520.0,53.9636,1.0217,0.0228
2344+092,200759.0,58383.84523,24100.0,41.3091,1.3721,0.1903
2344+092,181314.0,58403.76555,24100.0,35.6697,0.9696,0.0753
2344+092,215959.0,58406.92028,8520.0,54.0115,1.0028,0.0195
2344+092,151635.0,58435.64192,24100.0,26.879,0.9,0.1944
2344+092,173933.0,58467.73749,8520.0,54.9019,1.0108,0.0428
2344+092,184841.0,58467.78546,24100.0,50.3375,1.3247,0.0816
2344+092,155215.0,58499.66298,8520.0,54.2538,0.976,0.029
2344+092,170652.0,58499.71475,24100.0,47.6481,1.3289,0.0743
2344+092,132503.0,58532.56076,8520.0,54.8744,0.9599,0.027
2344+092,144550.0,58532.6168,24100.0,48.9627,1.316,0.0785
2344+092,114911.0,58556.49419,8520.0,54.9093,1.0208,0.0268
2344+092,131557.0,58556.5544,24100.0,48.4444,1.3829,0.0996
2344+092,103817.0,58588.44495,8520.0,51.8079,1.0147,0.0402
2344+092,92017.0,58626.39074,24100.0,43.2941,1.4333,0.1265
2344+092,51246.0,58659.22276,8305.0,54.4679,1.1527,0.0317
2344+092,70651.0,58659.29807,24100.0,43.8163,1.7267,0.141
2344+092,32140.0,58688.14562,8305.0,54.3448,1.1235,0.0207
2344+092,51220.0,58688.21856,24100.0,43.8854,1.3974,0.1393
2344+092,15602.0,58710.08616,8520.0,54.3075,1.181,0.0182
2344+092,35607.0,58710.16562,24100.0,42.4179,1.6473,0.1348
2344+092,225217.0,58757.95855,8520.0,54.0677,1.2038,0.048
2344+092,4206.0,58758.03089,24100.0,43.1846,1.5734,0.1263
2344+092,213431.0,58776.90453,8305.0,54.2214,1.1746,0.0248
2344+092,232750.0,58776.97931,24100.0,43.1243,1.5769,0.156
2344+092,193042.0,58808.81855,8305.0,54.1235,1.1462,0.0241
2344+092,140314.0,58908.58705,6075.0,54.0922,1.1682,0.0152
2344+092,155102.0,58908.66175,23840.0,36.9465,1.8112,0.0125
2344+092,100829.0,58960.42403,6075.0,57.3562,1.1277,0.0233
2344+092,15059.0,59073.08264,8305.0,54.8216,1.4433,0.0279
2344+092,35615.0,59073.16571,24100.0,43.6788,1.9447,0.4256
2344+092,235936.0,59104.00529,8305.0,54.463,1.4238,0.025
2344+092,15840.0,59104.08406,24100.0,43.0696,1.6942,0.1136
2344+092,222015.0,59130.93629,8305.0,54.1548,1.5057,0.0262
2344+092,1750.0,59131.01403,24100.0,42.3013,1.4524,0.0961
2344+092,941.0,59132.00838,24100.0,42.9111,1.7876,0.1239
2344+092,22222.0,59132.10052,24100.0,20.9809,1.5185,0.2538
2344+092,195552.0,59164.83604,8305.0,54.6136,1.4987,0.0232
2344+092,211409.0,59174.88648,24100.0,43.84,1.3327,0.1332
2344+092,175432.0,59197.75177,8305.0,54.2647,1.4451,0.0285
2344+092,195538.0,59197.83195,24100.0,42.12,1.3705,0.0955
2344+092,220820.0,59197.9241,24100.0,20.012,1.177,0.1591
2344+092,154053.0,59230.65896,8305.0,54.4361,1.3689,0.0235
2344+092,175350.0,59230.74737,24100.0,40.9364,1.3676,0.0636
2344+092,180020.0,59260.75189,24100.0,20.0561,1.1984,0.1176
2344+092,135108.0,59261.58275,8305.0,53.834,1.4704,0.0263
2344+092,114030.0,59292.49204,8305.0,54.2849,1.4024,0.0247
2344+092,133757.0,59292.56967,24100.0,42.7237,1.1712,0.0977
2344+092,112533.0,59297.48165,8305.0,54.0539,1.4805,0.0299
2344+092,134053.0,59297.5717,24100.0,39.3424,1.0688,0.0994
2344+092,73541.0,59354.32201,8305.0,54.3343,1.5555,0.0293
2344+092,93406.0,59354.40033,24100.0,42.7371,1.2116,0.097
2344+092,50832.0,59391.21982,8305.0,54.4105,1.4825,0.0305
2344+092,70453.0,59391.2967,24100.0,43.2839,1.1298,0.1012
2344+092,91332.0,59391.38604,24100.0,22.1574,1.0741,0.1884
2344+092,32540.0,59416.1484,8305.0,54.594,1.5068,0.0329
2344+092,51450.0,59416.22029,24100.0,44.9165,1.1512,0.2997
2344+092,5342.0,59455.04286,8305.0,54.545,1.4812,0.031
2344+092,25420.0,59455.12272,24100.0,43.1252,1.1363,0.2006
2344+092,5431.0,59456.04341,8305.0,54.348,1.4647,0.023
2344+092,231754.0,59481.97633,8305.0,54.0789,1.4531,0.0271
2344+092,11542.0,59482.05422,24100.0,42.0338,1.3262,0.2455
2344+092,32956.0,59482.14744,24100.0,19.6376,1.2778,0.3593
2344+092,213301.0,59506.90349,8305.0,54.3925,1.4954,0.0226
2344+092,231704.0,59506.97184,24100.0,44.9165,1.0556,0.1509
2344+092,185404.0,59547.79311,8305.0,54.2907,1.4059,0.0292
2344+092,205313.0,59547.87193,24100.0,42.476,1.403,0.1213
